epoch,step,train_loss
4,49,0.006545931566506624
9,99,0.004752527456730604
14,149,0.005771453492343426
19,199,0.00643268832936883
24,249,0.009111834689974785
29,299,0.00405345531180501
34,349,0.006170341279357672
39,399,0.007928754203021526
44,449,0.007471653167158365
49,499,0.0029868101701140404
